Text,Sentiment,Timestamp,User,Platform,Retweets,Likes,Country,Year,Month,Day,Hour,Processed_Text
captivated by the spellbinding plot twists the audience applauds experiencing a rollercoaster of emotions at the movie premiere excitement moviepremierethrills,Excitement,2018-10-12 20:00:00,MovieEnthusiastPremiereAttendee,Twitter,40.0,80.0,USA,2018,10,12,20,captiv spellbind plot twist audienc applaud experienc rollercoast emot movi premier excit moviepremierethril
as the credits roll a profound sense of nostalgia washes over reminiscent of cherished moments in classic films nostalgia classicfilmmoments,Nostalgia,2019-06-25 22:15:00,FilmLoverNostalgiaSeeker,Instagram,35.0,70.0,UK,2019,6,25,22,credit roll profound sens nostalgia wash reminisc cherish moment classic film nostalgia classicfilmmo
streaming the latest web series the viewer is engrossed in the characters journey feeling a sense of connection and empathy engagement webseriesjourney,Engagement,2020-07-08 19:30:00,WebSeriesViewerCharacterConnection,Facebook,30.0,60.0,Canada,2020,7,8,19,stream latest web seri viewer engross charact journey feel sens connect empathi engag webseriesjourney
at the film festival the indie filmmakers creation receives a standing ovation evoking pride and a sense of accomplishment pride indiefilmsuccess,Pride,2017-09-18 21:45:00,IndieFilmmakerFestivalSuccess,Twitter,22.0,45.0,Australia,2017,9,18,21,film festiv indi filmmak creation receiv stand ovat evok pride sens accomplish pride indiefilmsuccess
watching a heartwarming family drama tears flow freely as the characters overcome challenges leaving the viewer with a warm glow touched familydramamoments,Touched,2021-01-15 18:00:00,DramaEnthusiastHeartwarmingMoments,Instagram,28.0,55.0,India,2021,1,15,18,watch heartwarm famili drama tear flow freeli charact overcom challeng leav viewer warm glow touch familydramamo
at the oscars the actor graciously accepts an award radiating joy and gratitude for the recognition of their outstanding performance gratitude oscarwinningmoment,Gratitude,2016-02-28 20:30:00,AwardWinningActorOscarsRecipient,Facebook,18.0,35.0,USA,2016,2,28,20,oscar actor gracious accept award radiat joy gratitud recognit outstand perform gratitud oscarwinningmo
discovering a hidden gem in the world of documentaries the viewer is enlightened and inspired feeling a renewed sense of curiosity inspiration hiddengemdiscovery,Inspiration,2022-04-20 17:30:00,DocumentaryEnthusiastHiddenGemFinder,Twitter,22.0,45.0,France,2022,4,20,17,discov hidden gem world documentari viewer enlighten inspir feel renew sens curios inspir hiddengemdiscoveri
as the movie credits roll the viewer experiences a mix of awe and contemplation pondering the deeper meanings woven into the storyline contemplation deepmeanings,Contemplation,2019-11-05 21:15:00,FilmBuffContemplativeViewer,Instagram,28.0,55.0,Germany,2019,11,5,21,movi credit roll viewer experi mix awe contempl ponder deeper mean woven storylin contempl deepmean
bingewatching a thrilling crime series the suspense keeps the viewer on the edge of their seat creating a rush of adrenaline suspense crimeseriesthrills,Suspense,2015-07-12 22:00:00,CrimeSeriesEnthusiastThrillSeeker,Facebook,35.0,70.0,Japan,2015,7,12,22,bingewatch thrill crime seri suspens keep viewer edg seat creat rush adrenalin suspens crimeseriesthril
as the closing scene unfolds a sense of satisfaction washes over completing the cinematic journey with a profound and fulfilling ending satisfaction fulfillingending,Satisfaction,2020-09-10 19:45:00,FilmCriticSatisfactionSeeker,Twitter,22.0,45.0,Brazil,2020,9,10,19,close scene unfold sens satisfact wash complet cinemat journey profound fulfil end satisfact fulfillingend
celebrating a historic victory in the world cup the nation erupts in joy united by the triumph of their football team joy worldcuptriumph,Joy,2018-07-15 21:30:00,FootballFanWorldCupCelebration,Instagram,40.0,80.0,Brazil,2018,7,15,21,celebr histor victori world cup nation erupt joy unit triumph footbal team joy worldcuptriumph
at the olympics the athletes perseverance shines through earning a gold medal and inspiring a generation with their remarkable achievement inspiration olympicachievement,Inspiration,2020-08-08 19:45:00,OlympicsEnthusiastGoldMedalWinner,Twitter,35.0,70.0,USA,2020,8,8,19,olymp athlet persever shine earn gold medal inspir gener remark achiev inspir olympicachiev
in the cricket championship a nailbiting finish leaves fans on the edge of their seats experiencing a rollercoaster of emotions excitement cricketchampionship,Excitement,2019-06-25 22:15:00,CricketFanChampionshipThrills,Facebook,30.0,60.0,India,2019,6,25,22,cricket championship nailbit finish leav fan edg seat experienc rollercoast emot excit cricketchampionship
witnessing a recordbreaking marathon spectators are filled with awe and admiration for the endurance and dedication of the runners admiration marathonrecords,Admiration,2021-11-07 17:30:00,MarathonSpectatorRecordBreaking,Instagram,22.0,45.0,Kenya,2021,11,7,17,wit recordbreak marathon spectat fill awe admir endur dedic runner admir marathonrecord
in the tennis grand slam a fierce rivalry unfolds captivating fans with a display of skill and sportsmanship on the world stage captivation tennisrivalry,Captivation,2017-09-10 20:15:00,TennisEnthusiastGrandSlamDrama,Twitter,28.0,55.0,UK,2017,9,10,20,tenni grand slam fierc rivalri unfold captiv fan display skill sportsmanship world stage captiv tennisrivalri
cheering for the underdog in the basketball finals the crowd erupts in applause as the team defies odds to claim the championship title triumph basketballfinals,Triumph,2022-06-20 21:00:00,BasketballFanUnderdogTriumph,Facebook,18.0,35.0,USA,2022,6,20,21,cheer underdog basketbal final crowd erupt applaus team defi odd claim championship titl triumph basketballfin
at the golf tournament the golfers precision and focus lead to a stunning victory leaving spectators in awe of their exceptional skill awe golfvictory,Awe,2016-04-10 18:30:00,GolfEnthusiastPrecisionVictory,Instagram,22.0,45.0,Scotland,2016,4,10,18,golf tournament golfer precis focu lead stun victori leav spectat awe except skill awe golfvictori
experiencing the thrill of a highspeed formula 1 race fans are on the edge of their seats as drivers compete for the championship thrill formula1championship,Thrill,2019-11-24 19:45:00,F1FanHighSpeedRaceExcitement,Twitter,28.0,55.0,Germany,2019,11,24,19,experienc thrill highspe formula 1 race fan edg seat driver compet championship thrill formula1championship
in the cycling world championship the climber conquers challenging terrains symbolizing determination and achievement against all odds determination cyclingchampion,Determination,2015-09-28 22:30:00,CyclingEnthusiastWorldChampion,Facebook,35.0,70.0,Italy,2015,9,28,22,cycl world championship climber conquer challeng terrain symbol determin achiev odd determin cyclingchampion
witnessing a heartwarming comeback in the hockey finals fans share tears of joy as the team secures a historic victory after adversity heartwarming hockeyfinalscomeback,Heartwarming,2020-12-12 20:00:00,HockeyFanComebackVictory,Instagram,22.0,45.0,Canada,2020,12,12,20,wit heartwarm comeback hockey final fan share tear joy team secur histor victori advers heartwarm hockeyfinalscomeback
after a series of defeats the soccer team faces disappointment struggling to find the silver lining in a challenging season disappointment soccerdefeats,Disappointment,2019-11-02 18:45:00,SoccerFanTeamDefeats,Twitter,40.0,80.0,Brazil,2019,11,2,18,seri defeat soccer team face disappoint struggl find silver line challeng season disappoint soccerdefeat
in the tennis tournament a highly anticipated player experiences a setback leaving fans in shock and questioning the unforeseen turn of events frustration tennissetback,Frustration,2018-07-10 21:15:00,TennisEnthusiastUnexpectedSetback,Instagram,35.0,70.0,USA,2018,7,10,21,tenni tournament highli anticip player experi setback leav fan shock question unforeseen turn event frustrat tennissetback
facing a defeat in the championship the boxer reflects on the challenges vowing to return stronger and more determined in the next bout reflection boxingdefeat,Reflection,2020-09-18 19:30:00,BoxingFanChampionshipDefeat,Facebook,30.0,60.0,UK,2020,9,18,19,face defeat championship boxer reflect challeng vow return stronger determin next bout reflect boxingdefeat
in the midst of a cycling race a tire blowout leads to frustration for the cyclist who valiantly tries to overcome the unexpected obstacle obstacle cyclingfrustration,Obstacle,2017-05-15 22:00:00,CyclingEnthusiastTireBlowout,Twitter,22.0,45.0,France,2017,5,15,22,midst cycl race tire blowout lead frustrat cyclist valiantli tri overcom unexpect obstacl obstacl cyclingfrustr
the gymnasts unexpected fall during a routine sparks a wave of sympathy from the audience highlighting the vulnerability of sports sympathy gymnasticsfall,Sympathy,2021-04-05 20:15:00,GymnasticsFanRoutineFall,Instagram,28.0,55.0,Japan,2021,4,5,20,gymnast unexpect fall routin spark wave sympathi audienc highlight vulner sport sympathi gymnasticsfal
in the golf tournament a missed crucial putt results in defeat causing the golfer to reflect on the pressure of highstakes competition pressure golfdefeat,Pressure,2016-08-20 18:30:00,GolfEnthusiastMissedPutt,Facebook,18.0,35.0,USA,2016,8,20,18,golf tournament miss crucial putt result defeat caus golfer reflect pressur highstak competit pressur golfdefeat
experiencing a series of losses in the basketball season the team grapples with frustration determined to turn the tide with renewed effort renewedeffort basketballstruggles,Renewed Effort,2019-02-12 19:45:00,BasketballFanTeamLosses,Twitter,22.0,45.0,Canada,2019,2,12,19,experienc seri loss basketbal season team grappl frustrat determin turn tide renew effort renewedeffort basketballstruggl
despite meticulous training the swimmer faces disappointment as a splitsecond miscalculation costs them the lead in a crucial race miscalculation swimmingdisappointment,Miscalculation,2015-06-28 20:00:00,SwimmingEnthusiastRaceSetback,Instagram,28.0,55.0,Australia,2015,6,28,20,despit meticul train swimmer face disappoint splitsecond miscalcul cost lead crucial race miscalcul swimmingdisappoint
the weightlifters failed attempt at a personal record results in frustration highlighting the challenging nature of pushing physical limits challenge weightliftingfailure,Challenge,2022-01-08 21:30:00,WeightliftingFanFailedRecord,Facebook,35.0,70.0,Germany,2022,1,8,21,weightlift fail attempt person record result frustrat highlight challeng natur push physic limit challeng weightliftingfailur
in the midst of a soccer match an unexpected own goal creates a moment of despair for the player as teammates console and encourage them despair owngoal,Despair,2018-12-15 20:15:00,SoccerPlayerOwnGoalMoment,Twitter,22.0,45.0,Spain,2018,12,15,20,midst soccer match unexpect goal creat moment despair player teammat consol encourag despair owngoal
in the serene beauty of a sunset nature unfolds a canvas of colors evoking a sense of tranquility and wonder tranquility sunsetbeauty,Tranquility,2021-07-10 19:00:00,NatureEnthusiastSunsetWonder,Instagram,40.0,80.0,Canada,2021,7,10,19,seren beauti sunset natur unfold canva color evok sens tranquil wonder tranquil sunsetbeauti
embarking on a spontaneous road trip the traveler discovers hidden gems creating memories that will be cherished for a lifetime adventure roadtripmemories,Adventure,2019-09-28 20:30:00,TravelEnthusiastRoadTripDiscovery,Twitter,35.0,70.0,USA,2019,9,28,20,embark spontan road trip travel discov hidden gem creat memori cherish lifetim adventur roadtripmemori
amidst the bustling city a quiet caf becomes a sanctuary for reflection where a cup of coffee brings solace to the wandering mind solace cafereflection,Solace,2022-03-15 18:45:00,UrbanExplorerCafeSolitude,Facebook,30.0,60.0,France,2022,3,15,18,amidst bustl citi quiet caf becom sanctuari reflect cup coffe bring solac wander mind solac cafereflect
exploring the vibrant street art of a cultural neighborhood each mural tells a story infusing the city with creativity and expression creativity streetartvibes,Creativity,2017-11-05 21:15:00,ArtEnthusiastStreetArtExploration,Instagram,22.0,45.0,Brazil,2017,11,5,21,explor vibrant street art cultur neighborhood mural tell stori infus citi creativ express creativ streetartvib
in the world of science a breakthrough discovery unfolds pushing the boundaries of knowledge and opening new frontiers of exploration breakthrough scientificdiscovery,Breakthrough,2020-05-20 16:30:00,ScienceEnthusiastDiscoveryMoment,Twitter,28.0,55.0,Germany,2020,5,20,16,world scienc breakthrough discoveri unfold push boundari knowledg open new frontier explor breakthrough scientificdiscoveri
connecting with the melody of a live orchestra the music enthusiast experiences a symphony that resonates deep within the soul harmony orchestramelody,Harmony,2016-08-22 19:45:00,MusicLoverLiveOrchestraExperience,Facebook,18.0,35.0,UK,2016,8,22,19,connect melodi live orchestra music enthusiast experi symphoni reson deep within soul harmoni orchestramelodi
embracing the aroma of freshly baked bread the home chef finds joy in the art of baking creating delicious memories for loved ones joyinbaking homemadedelights,Joy in Baking,2023-04-10 17:15:00,HomeBakerDeliciousMemories,Instagram,22.0,45.0,India,2023,4,10,17,embrac aroma freshli bake bread home chef find joy art bake creat delici memori love one joyinbak homemadedelight
wandering through a historical museum the history enthusiast becomes immersed in the tales of the past envisioning bygone eras envisioninghistory museumtales,Envisioning History,2015-12-18 18:00:00,HistoryBuffMuseumExploration,Twitter,28.0,55.0,Italy,2015,12,18,18,wander histor museum histori enthusiast becom immers tale past envis bygon era envisioninghistori museumtal
in the realm of literature a captivating novel transports the reader to distant lands weaving a tapestry of imagination and escape imagination literaryescape,Imagination,2021-10-08 20:30:00,BookwormCaptivatingNovelEscape,Facebook,35.0,70.0,Japan,2021,10,8,20,realm literatur captiv novel transport reader distant land weav tapestri imagin escap imagin literaryescap
capturing the essence of a bustling market the photographer freezes moments in time each frame telling a unique and vibrant story vibrancy marketstories,Vibrancy,2019-03-22 21:45:00,PhotographyEnthusiastMarketMoments,Instagram,22.0,45.0,Australia,2019,3,22,21,captur essenc bustl market photograph freez moment time frame tell uniqu vibrant stori vibranc marketstori
